,TradeType,TradeResult,Result,EMA_9,EMA_20,RSI,Name,SDate,EDate,RatioB/W,StochasticRsi,Stochastic
3510,BullishReversal,1,21247.018798828096,393.590097727998,409.43733635646726,40.591701376852114,processed_DIXON.csv,2019-08-13,2019-09-17,9.392175518276115,0.8966505353233262,64.87763990678421
3511,BullishReversal,0,-4977.69873046875,3897.896108561987,3898.4998712470274,41.332413971393706,processed_DIXON.csv,2021-03-25,2021-04-12,3.00060813782883,0.0,22.304622815945383
3512,BullishReversal,1,18722.40234375,4214.102670131435,4215.036664310736,40.17989384971396,processed_DIXON.csv,2021-09-21,2021-10-25,2.7633797072551776,0.0,28.189144989257212
3513,BullishReversal,1,9703.49853515625,3627.2303166190654,3883.299517741705,23.410125633941465,processed_DIXON.csv,2022-05-16,2022-06-03,3.0673802656700655,0.0,13.054830543495653
3514,BullishReversal,1,7118.048583984375,3449.737102252915,3630.614223956333,33.04501691626287,processed_DIXON.csv,2022-05-26,2022-06-03,5.434856155673393,0.7267882348316967,24.46346974560779
3515,BullishReversal,1,4629.84716796875,3434.3704321748633,3517.045766288644,40.15268010202601,processed_DIXON.csv,2022-06-22,2022-07-05,3.905240830504011,0.3688805983489736,15.516422766681902
3516,BullishReversal,1,21607.1953125,4137.880461999977,4195.294195233567,42.14483376848541,processed_DIXON.csv,2023-07-28,2023-09-18,5.238611931601262,0.1908937420241292,23.186603282232703
3517,BullishReversal,1,10206.3984375,6163.2680501687055,6238.819978060732,37.51257665025978,processed_DIXON.csv,2024-01-24,2024-03-13,22.57695764184291,0.1079674664003534,16.7961838588415
3518,BullishReversal,0,-2982.397155761732,111.14300384167709,,27.87064190465809,processed_UPL.csv,2010-01-22,2010-02-19,136.00205996789765,,16.723529092405464
3519,BullishReversal,1,1358.3036575317383,127.98400289555492,130.49449951827995,39.56015038660887,processed_UPL.csv,2010-11-23,2010-12-02,5.076904116342009,0.0770904189683236,17.076496581154892
3520,BullishReversal,1,7336.932762145996,89.01679567280412,91.66069206168346,41.57317841621101,processed_UPL.csv,2011-10-12,2011-11-11,8.444597034663412,0.6938655077423473,31.33432938663797
3521,BullishReversal,0,-2634.6641540527344,80.3912701050323,82.37084376970876,42.584603040609515,processed_UPL.csv,2012-05-07,2012-05-18,6.260834519201107,0.7238597137178718,50.896847178800826
3522,BullishReversal,1,895.3058547973633,79.79141090250171,81.38444572301447,43.97514202371377,processed_UPL.csv,2012-05-11,2012-05-18,2.8750202656951847,0.7696327657964447,50.2242117947002
3523,BullishReversal,1,11247.067947387695,80.83570963230432,82.4566871398087,38.18011483322017,processed_UPL.csv,2012-10-23,2013-01-24,34.83390554665446,0.1425855818806464,39.08047388182244
3524,BullishReversal,1,12286.339797973633,78.68882787283688,80.25365541087321,42.6903409172924,processed_UPL.csv,2012-11-05,2013-01-24,14.333562218661784,0.6469658078247299,53.066650390625
3525,BullishReversal,1,13631.607849121094,78.67454724149798,79.85417977849404,40.222349428127856,processed_UPL.csv,2012-11-08,2013-01-24,65.99798590130916,0.631584001296279,71.52942557680895
3526,BullishReversal,1,2612.80224609375,91.67216840560776,94.8965023439337,39.96352330106596,processed_UPL.csv,2013-06-28,2013-07-15,12.499897003959584,0.6143321191723257,33.27403584565711
3527,BullishReversal,1,2842.663330078125,307.4619933987582,319.4133657040779,35.391388014148575,processed_UPL.csv,2015-10-05,2015-10-14,3.1111154583512657,0.449059884947341,23.884516170115113
3528,BullishReversal,0,-2438.3673400878906,307.6940811069677,310.8507724928935,43.11903224594688,processed_UPL.csv,2015-11-04,2015-11-23,7.624896289302778,0.2780239583100293,28.163311444749308
3529,BullishReversal,0,-4129.201354980469,459.20386356011153,459.6963284876973,44.00783979330405,processed_UPL.csv,2016-11-04,2016-11-11,5.745036441316655,0.0516223719787373,18.98465568075951
3530,BullishReversal,1,6847.002502441406,414.7786489163557,428.89640673049496,37.63873157532953,processed_UPL.csv,2016-11-24,2016-12-14,9.484782910251075,0.2449443844019972,21.03272414759286
3531,BullishReversal,1,2090.0,538.0349465378673,544.9452633141076,31.148343385151097,processed_UPL.csv,2017-09-26,2017-10-13,3.807242604072448,0.0,18.703306801674664
3532,BullishReversal,1,7600.64013671875,480.8772226011018,486.1554655761192,41.076388079935576,processed_UPL.csv,2017-12-18,2018-01-25,6.393233345677489,0.5392450602778515,30.750626931016807
3533,BullishReversal,0,-2876.8056640625,445.6322449544705,455.8331157574464,30.291425107546814,processed_UPL.csv,2018-06-22,2018-08-13,8.6952991282881,0.0,9.450645601060245
3534,BullishReversal,1,3571.6954345703125,561.2757156338447,589.1795846015241,29.827994791660178,processed_UPL.csv,2019-08-08,2019-09-03,47.90479360852197,0.0171529284796136,12.549299726140596
3535,BullishReversal,1,13965.705200195312,726.5604704502362,746.7667029162203,31.801199425294485,processed_UPL.csv,2022-02-22,2022-04-27,3.4712922688368177,0.0,14.901939508442268
3536,BullishReversal,1,363.3541259765625,603.1435046170963,616.268850356379,27.169364295941097,processed_UPL.csv,2023-08-16,2023-08-31,19.0,0.3272260962167189,12.52300059236712
3537,BullishReversal,0,-14788.353240966797,573.4873689627467,579.4507149887321,35.71596744671146,processed_UPL.csv,2024-01-10,2024-04-18,3.104114744926504,0.0171873130068591,12.909356260929592
3538,BullishReversal,0,-3151.2012329101562,490.8181880904802,500.9167263456585,41.0065255871517,processed_UPL.csv,2024-02-22,2024-04-18,9.150024414062614,0.8972467082204694,55.11323340101511
3539,BullishReversal,1,1802.0,1467.2786653257117,1502.8024541601835,31.41016143427602,processed_BAJAJ-AUTO.csv,2010-12-24,2011-01-03,2.931400943057517,0.001283739794439,7.684385011857628
3540,BullishReversal,0,-413.394287109375,1283.8111218874135,1320.8272661971723,32.507770971296424,processed_BAJAJ-AUTO.csv,2011-01-31,2011-02-24,23.234281752968833,0.4114349610201088,46.056746774955805
3541,BullishReversal,1,4250.095458984375,1662.4183466150682,1672.8585051681646,38.58107236805462,processed_BAJAJ-AUTO.csv,2011-11-23,2011-12-09,42.950244129272264,0.0,16.37972453321673
3542,BullishReversal,1,7136.198486328125,1640.5509443892606,1655.8310926157098,42.139829967781935,processed_BAJAJ-AUTO.csv,2011-12-21,2012-02-27,2.9745362091218683,0.1401844081999849,27.24624655208392
3543,BullishReversal,1,16054.79833984375,1458.7943444151797,1495.5193716751594,41.86120857241291,processed_BAJAJ-AUTO.csv,2012-01-19,2012-02-27,44.92001953125,1.0,31.40561903182058
